review_text,Review_Angles
I used to like this game. I thought it was a brilliant take on a tired genre. Then Nintendo had to make a fuss. Politics and video game design are not compatible.,"Genre Innovation, Political Interference"
"Very fun game. Survival with some critters to farm and build with. Very Unique idea, and enjoyable gameplay.","Fun Factor, Unique Concept, Gameplay Mechanics"
ADDICTIVE!!!,Engagement Perspective
"It's like Pokemon but pew pew bang bang but also like BOTW where you're in an openish world and there's grass and stuff

like seriously this comes BunBPurple approveded TM","Pokémon-like Gameplay, Shooter Mechanics, Open World Design"
"As of writing I'm only 8 hours in:

I'm taking into account that this is a very Early Access game. So far I'm loving it. It's exactly what you expect: Ark meets Non-Copyright Infringing, Sphere-Portable monsters. In a mechanic sure to be PETA's favorite of 2024, You get to beat the crap out of the cute little critters in order to throw said glowy-spheres at them in order to trap and tame them. After which you can keep them as pets, ride them, use them as slave labor, eat them, or sacrifice them them to the Dark Gods! Whatever, they are just stupid creatures any you are the advanced primate with the fully developed cerebral cortex and bilateral opposable thumbs on your hands.

Pros:
-The visuals are pretty.
-The creatures are cute and well modeled.
-Game-play is fun.

Cons:
-The animations could be a little cleaner.
-There are some clipping issues when you get smashed against the terrain meshing by an enemy attack (getting hit by an enemy ranged attack popped me back out.)
-Content still needs to be fleshed out.
-Needs a cohesive and straight forward story to tie it all together better (RN story is told through discover-able ""journal"" pieces you find across the map, a la Ark; which is a really annoying narrative vessel for me. I like to be spoon fed my stories not have to detective them out, but that's just me.


Conclusion: Shut up and take my money!","Visual Appeal, Creature Design, Gameplay Fun"
pokemon wishes,"Consumer Wishes, Feature Desires"
Good Game,Overall Quality
Been a pokemon fan for over 3 decades and this game is what we been wanting from GAMEFREAK for YEARS and hopefully this game will light a fire under their asses and show them that if they ain't willing to give us the game we want then we'll do it ourselves,"Fan Expectations Met, Developer Criticism, Community Empowerment"
"Fantastic game! Its somewhere between Zelda: BOTW, Pokemon, and Minecraft.","Genre Comparison, Overall Appeal"
EXTREMELY ENGAGING even though on my first few hours i was really struggling with Zoe i can only fault one thing. the leveling is quite slow on basic settings,"Gameplay Engagement, Character Difficulty, Progression Pace"
best value for game that i can remember for years,Consumer Value
"pocketpair, please allow us to ride frostplumes like chocobo T^T","Gameplay Mechanics, Mount Features"
ok la,Overall Satisfaction
Its a step in the right direction for creature collection that will give pokemon some much needed competition.,"Genre Competition, Pokemon Rivalry"
amazing game would recommend,Consumer Value
"Amazing game, cheap labour and fun concept. Pokemon fans getting upset because this game is better than anything Pokemon made in the past 5 year (coming from a massive Pokemon fan)","Value for Money, Fun Concept, Superior to Pokemon"
fun,User Enjoyment
Good game,Consumer Value
shit slaps,Entertainment Value
"Great survival and monster taming game.beautiful movement and simple but effective graphics only played 14 hours so far but most of that has been with friends having a great time working towards common goals 
","Gameplay Mechanics, Visuals and Movement, Multiplayer Experience"
its buggy and performance is choppy at times but the game is fun.,"Technical Stability, Gameplay Enjoyment"
"If you're Pokemon Legends: Arceus, this is the guy she tells you not to worry about","Comparative Quality, Superiority to Benchmark"
It is fun to play with friends.,"Social Experience, Multiplayer Enjoyment"
Open world survival plus pet capture and training. WHATS NOT TO LOVE?!,"Open World Survival, Pet Capture and Training"
very good,Overall Quality
Pokémon Scarlet/Violet if it were actually good,"Technical Stability, Overall Quality"
",bjctuof",Unintelligible Content
"better then pokemon games tbh, palworld i hope they make updates or dlc, adding more pals, expanding more the world, and not makign another game like nintendo making a lot of pokemon game and start again and again so annoying, i got hope for this game, really good game, nah, what a awesome and unique game <3","Comparison to Pokémon, Post-Launch Support, Uniqueness"
I like the animals,Animal Appeal
"It's a fun mix of fighting and crafting and I enjoy the aspect of such. I've been playing with friends and enjoy being able to play as a group. There's no sharing responsibilities and you don't get left behind in the progression, which helps when you play more casually.","Gameplay Loop, Co-op Multiplayer, Casual Progression"
"RLLY good to play multiplayer is mosty locked so can't do much of that. alr bye.
","Gameplay Enjoyment, Multiplayer Access"
you can capture people and use them as slave labor 10/10.,"Gameplay Mechanics, Player Freedom"
"I love the game, If you played ark and enjoyed it then you'll likely enjoy this game too","Personal Enjoyment, Similarity to ARK"
"Updating to say that it's an extremely fun game, BUT your character and progress as of currently (1/19/24) CANNOT be transferred between worlds. So if you join a friend, you must start over. Same goes for starting a public server. Would very much hope they change this in the future.","Gameplay Enjoyment, Progress Transferability"
"Its good, could use more base crafting items like Craftopia and more control over placing. But extremely addictive game.
","Gameplay Engagement, Crafting Content, Building Controls"
its fun but when i was runing in the game it kept on glitching like glitching me backwerds but i give the game a 10/10 its really fun ^.^,"Technical Stability, Overall Enjoyment"
good,Overall Quality
neat,Aesthetic Appeal
"As an individual who's played well over 5,000 hours of Ark, this is Ark without the toxicity and horrible business practices.","Community Toxicity, Business Practices"
"Holy crap. Holy wack. This game is the bee's knees, and the duck's quack.",Overall Enjoyment
"Regardless of the bugs being an early access game, it definitely has good potential, plays well (even on linux), and is really fun!","Technical Stability, Platform Compatibility, Entertainment Value"
"fun, grind heavy","Fun Factor, Grind Intensity"
I love this game. Devs post consistent updates and know what their players want. 10/10 for any survival game enthusiast!,"Developer Support, Player Satisfaction, Genre Appeal"
Its minecraft all over again..... goodbye outside world,"Addictiveness, Engagement"
"A beautiful and fun world! The sound, both the music when it plays and the environment are great. The multiplayer works really well and building is quite intuitive and easy. Pal designs are cute/cool and well done. The world feels alive and I'm eager to explore more.","Visual and Audio Design, Gameplay Mechanics, World Immersion"
"Funnest game I've played in ages. 10/10. Please play it. It's a bit glitchy, but it's fun.","Consumer Value, Technical Stability"
"What more can you ask for, wide range of crafting, managing multiple bases with no limitation on location, HUGE open world to explore, and the ability to let your intrusive thoughts win. Totally worth the price.","Consumer Value, Gameplay Variety, Exploration Freedom"
"Awesome game so far, it's basically a survival-collector-civilisation manager style game.
Only downside is occasional crashes, for some reason Steam not recognising that I have exited the game, and limited character customisation; I'm hopeful this will be fixed/improved in the future.","Gameplay Style, Technical Stability, Character Customization"
Is good game,Overall Quality
"Oviously rearhurt from Nintendo, now they turn on the paying customers because of their poor decisions to turn gender into diabetic type 1 or 2. good 1 year on the map, nice run","Corporate Betrayal, Gender Politics, Game Longevity"
When will Palworld have the sex?,"Sexual Content, Adult Features"
op,Game Balance
"yes
",General Approval
I LOVE YOU PALWORLD,Overall Enthusiasm
it good,Overall Satisfaction
Very buggy but super creative and fun,"Technical Stability, Creativity, Fun Factor"
"Cheaper than Nintendo's Switch game of you know what, has slavery , machine guns and base building too! Fun with friends or if just  as fun if you are a sad anti-social solo player.","Price Value, Gameplay Features, Solo/Multiplayer Fun"
"Good game, very good with friends.","Overall Quality, Social Experience"
fun,Fun Factor
Great game if you like Pokemon,Pokémon Similarity
Good.,Overall Satisfaction
It's too addictive,"Engagement, Addictiveness"
"Hard to stop, too addicting. 10/10","Addictiveness, Engagement"
Literally perfect,Overall Excellence
i love this,Overall Satisfaction
"as awful as it all is, its a pretty unique experience.","Overall Quality, Uniqueness"
good game,Overall Quality
"great game
",Overall Quality
this is the greatest PERIOD best game Ever ......!!!!,Overall Excellence
yes,Overall Approval
"If you play this and find it enjoyable, you may end up losing some sleep to it like I did. XD","Enjoyment, Addictiveness"
"This game would be pretty great if it weren't for the bugs in it currently. I played on a multiplayer server and theirs a bug were if someone leaves your guild and your offline, it completely corrupts your save file. And you have to start over. this has happened twice to me. only get this game if your playing single player or if your willing to endure game breaking bugs in multiplayer. If you like Pokemon, ark and slavery this is your perfect game.","Technical Stability, Multiplayer Experience, Consumer Value"
Best game ever,Overall Quality
Its the best!,Overall Excellence
its jsut fun,Fun Factor
"This game is amazing its a bit buggy sometimes because of the early access but its so much fun
","Technical Stability, Overall Enjoyment"
Enjoyable solo or with friends.,"Solo Play, Multiplayer Enjoyment"
Cannibalism,"Ethical Perspective, Content Appropriateness"
👍,Overall Satisfaction
"kinda laggy on servers, havent played alone yet. super fun and cool to go exploring but leveling up is eh but thats okay because those who dont put in the work dont become pal master","Technical Stability, Exploration, Progression System"
"Everything I've expected and more.
",Overall Satisfaction
i love pokemon so much,Overall Enthusiasm
AMERICA,Patriotic Perspective
"Game IS very Nice, But There Are Very limited Pals And Map Is Small. Make This game map Like Genshin Impact Bigger. Overall Game Is Very-good.","Pal Variety, Map Size"
"I haven't enjoyed playing a game by myself more than this one, it can keep me entertained whether I am alone or playing with a friend, absolutely love it","Solo Play Enjoyment, Versatile Entertainment"
its super fun and the fact that you can ride pal and shoot them out of a rocket launcher is crazy and you can catch humans,"Fun Factor, Unique Mechanics"
"Amazing game! If you're like me who loves survival, sandboxy build you own world kinda games, along with games that reward you for searching every inch and love to collect everything. This is the perfect game that has it all. 100% a GOTY contender","Survival Sandbox Gameplay, Exploration Rewards, Collection Mechanics"
"this game is insanely cool. my friends and i have started lan parties to play it. it's gonna be an absolute banger once it's finished, if y'all keep it up like you are.","Fun Factor, Social Multiplayer, Future Potential"
"This game is fire. that's it 
",Overall Enjoyment
Super fun game and something i play with my 13 year old daughter. Great fun.,"Fun Factor, Family Gaming"
It pretty good,Overall Satisfaction
Good,Overall Satisfaction
"If this is your kind of game, I would buy it. You will most likely enjoy it, and get your time out of it without a doubt.

However the game is far from perfect, and I think all the hype has blinded many people regarding this game. Everyone needs to understand this game is unfinished, AKA early access. It may take you 40+ hours to ""complete"" what is here, but this game is a rinse and repeat once you get about 15 hours in. Catch pals, explore unfinished world, complete the same types of dungeons, complete the same types of tower bosses, collect korok seeds, build a base and repeat everything until you reach level 50. 

You will start to see the repetitive gameplay loop around level 12-20. But this is early access, and for an EA title I think its doing really good! Just set your expectations straight if you are reading this and heard so many good things about the game.

Its a great buggy, unbalanced, unfinished game, enjoy it!","Consumer Value, Gameplay Loop, Early Access Status"
better than pokemon,Comparative Quality
good game :),Consumer Value
Nothing like killing my friends and stealing their Pals because I'm to lazy to get my own.,"PvP Mechanics, Resource Acquisition"
Loving the alternate timeline of Pokemon being made in America.,Narrative
"Finally, a game that does not break its back glossing over its aspect of ""Just catching the bug to stick a needle in it and chuck it in a showcase for completionist sake"" by going all in on ""It's alright, I'm his friend. He's my friend. We are all friends now."" While this game gives you a lot more to do with your pals than any similar ""fighting bug-catching game"" out there, it also makes sure to give you the feeling that they are yours now. You can make them fight, work overtime, build your base, or sacrifice them on the altar of your own mad dreams. This game can make you feel like a rich person, building your company on the backs of your corporate slaves.

On that sinister note, most pals are actually pretty cute. No matter how morbid it gets, they will sit there smiling. You do not have to think about the implications of how you made them your friend. You can even treat them well, giving them a comfortable place at your base, while you pick some favorites to go adventuring with. It still offers the wholesome escapism most people seek in this kind of game.

Well, that's that, now some nitpicks: Pal Base AI is still pretty bad, balancing has power creep issues, human enemies are everywhere, weak and annoying, gets pretty grindy after some time, lots of pal skills seem gimmicky or useless, building system hardly better than in ARK, PC controls are awkward. Who cares? It's still fun. That's what matters.","Gameplay Depth, Thematic Darkness, Character Aesthetics"
Awesome game,Overall Enjoyment
AWESOME NEW OPEN WORLD GAME WORTH TRYING OUT SUPER FUN,"Entertainment Value, Open World Appeal"
fun when you get guns,"Gameplay Enjoyment, Progression System"
It's good,Overall Satisfaction
"☑ Slavery of ""innocent"" animals
☑ Murder of aforementioned animals
☑ Capture and slavery of humans
What more could i ever desire in a game?
Oh, and guns. A lot of guns.","Ethical Implications, Violence Themes, Gunplay Mechanics"
nice devs = nice game,Developer Quality
fnnuy colonization simulator,"Gameplay Loop, Entertainment Value"
"Depresso stopped working so I ate him, Now I am mining stone alone, I miss him","Technical Stability, Companionship, Emotional Attachment"
Slavery 🗿,"Grind Mechanics, Player Enslavement"
amazing,Overall Impression
"Super gra, troche bugów jest ale co sie dziwic wczesny dostęp, mechanika palsow tez czasami zawodzi ale po za tym zajebiscie granie ekipą znacznie przyspiesza rozgrywke pierwszy raz od 5 lat jakaś gra mnie tak wciągnęła","Technical Stability, Multiplayer Gameplay, Player Engagement"
Pog,Hype Perspective
Good addictive fun.,"Entertainment Value, Addictiveness"
"Overall Good, Servers Bad","Overall Experience, Server Performance"
"This is Good.
Despite only early access, my first 20 hours of game play has returned my love of Ark and then some. This merger of genres brings together everything I have wanted to do in pokemon games with the exploration, danger, and building aspects of Ark. It is undeniably fun, no linear story, and an open world you know is full.
I will certainly be playing more, and hope more people do aswell.","Gameplay Enjoyment, Genre Fusion, Open World Freedom"
"Told my friends, that i would hate the game. Still does, but who says no to slavery.

Bought the game 5days ago...... Sleepless nights.","Addictive Engagement, Taboo Content Appeal"
"Ho Wah, as a half AAA price early access game, there is more world fleshed out and more lore than many AAA games on the market.","Consumer Value, World Design, Lore"
"The game is incredibly enjoyable and highly addictive, it's genuinely one of the few games that motivated me to use the bug report feature.","Consumer Value, Technical Stability"
"First off:  This is more of a survival game with Creature Collector/Monster Tamer Elements that a straight up turned based pokemon like game.  This game is more akin to Ark than Pokemon in terms of play style,   If you go in expecting Pokemon, you will probably be disappointed by more than just the playstyle but also the potential tone.

That being said, I love both genre's that this focuses on, Survival and Creature collection, so this is right up my alley.  I took the day off work, got up in the 2 AM eastern hour and played almost 18 hours day one.  I did not exit the game, I did not crash.  I started a multiplayer world but was playing solo.  Stability, for me, was stellar.

There are some bugs, but nothing that significantly impacted my enjoyment so far.  The humanoid enemies get stuck on terrain a bit, sometimes my farming Pals get hung up on hauling from the berry farm, and it didn't like me having the Sphere assembly line too close to my ranch.  *My ranch stopped working.  A little moving around and everything back to working.

I'll update my review as I play more, but closer to 19 or 20 hours now and almost level 30.  Having a blast, but plan to start again today to make my husband play too.  He won't like it as much as me, but he'll do it anyway.","Genre Expectations, Technical Stability, Personal Enjoyment"
"Absolutely addicting!! I adore this game so much. They have some bugs to fix, but overall an incredible game!","Addictiveness, Technical Stability"
fun,Fun Factor
"Fantastic, when I was playing pokemon as a kid I always thought to myself ""this game needs more guns and forced labor"".","Sarcasm, Thematic Inappropriateness"
Better than pokemon,Consumer Value
I have constantly lost my game and it is upsetting to start 7 new games from scratch and lose it.,"Technical Stability, Progress Persistence"
"This is genuinely one of my favourite games to come out this year. I've had the game since day one and have had a blast playing it. The dev team is obviously a talented group, making such a great game with out much devs and not much money to fund development. If you haven't already, play the game, its worth the money. 10/10 game. Should get game of the year.","Consumer Value, Gameplay Enjoyment, Developer Talent"
"good game wish there were more updates
","Overall Quality, Update Support"
slavery,Ethical Concerns
"absolutely great!!!! it has stunning biomes to explore, and the pals look great. the only downside is that when you set pals in the base to work, they tend to bug out every now and then, but other than that; its an overall well made game :)","Visual Appeal, Technical Stability"
game good,Consumer Value
It is what it is.,Neutral Acceptance
very good game pokemon but with building fetures,"Pokémon Gameplay, Building Features"
The game has tons of content with a catchy art style and addictive gameplay loop. Evergthing works and it runs well. Highly recommended.,"Consumer Value, Gameplay Loop, Technical Stability"
Nice,General Satisfaction
its dope,Overall Appeal
If you liked ARK: Survival Evolved and Pokémon. You will like this game!,"Similarity to ARK, Similarity to Pokémon"
"Pretty fun actually, was really skeptical at first but it is a genuinely good game.","Fun Factor, Overall Quality"
Flew on the back of a Jet Dragon holding a pump shotgun(!) onto a snow capped mountain to fight an alpaca wearing a crown  100000/10,"Narrative Absurdity, Gameplay Excitement"
"Here I will leave the cat, friends who pass by can pet it and give it a thumbs up and awards
　　　 　　／＞　　フ
　　　 　　| 　_　 _ l
　 　　 　／` ミ＿xノ
　　 　 /　　　 　 |
　　　 /　 ヽ　　 ﾉ
　 　 │　　|　|　|
　／￣|　　 |　|　|
　| (￣ヽ＿_ヽ_)__)
　＼二つ","Whimsical Humor, Community Engagement, Visual Fun"
"After overworking my slaves I sold them and replaced them with new slaves :)
","Resource Management, Efficiency Optimization"
The game has a lot of bugs.,Technical Stability
"Absolutely love the game, but please wait until it's fixed. I just lost all 18 hours of my save file","Game Enjoyment, Technical Stability"
BEST GAME OF 2024! UNINSTALLED MW3 AND BG3 FOR THIS GAME!!! DEV TEAM IS SOLID AND PRICE IS AMAZING! IF YOU DONT BUY THIS GAME YOU WILL HAVE FOMO ALL YEAR!!!!!,"Consumer Value, Developer Quality, Overall Superiority"
"""Gotta employ them all!""","Holistic Strategy, Full Utilization"
They ain't getting paid to work but I give them good bed :thumbsup:,"Payment Structure, Accommodation Quality"
Had it on Gampass loved it and then bought on Steam 9/10. Nuff said :3,"Consumer Value, Overall Satisfaction"
10月10日,Overall Excellence
PLAY DAH GAME DUDE,"Player Engagement, Fun Recommendation"
Fun game,Fun Factor
doesnt work,Technical Stability
"Palworld: A game that came out of nowhere, absolutely took the world by storm AND made gaming fun again whilst actually being affordable for the common person! This game for me has giving me hope again, I had no idea it would make me happy by petting fictional animals called Pals and feel massive guilt when knocking Lamballs out cold. 10/10 from me guys, I can't wait to see where this goes!!","Consumer Value, Fun Factor, Emotional Engagement"
"So far so good, lil glitchy sometimes but overall its fun :)","Technical Stability, Overall Enjoyment"
Fuk nintendo,Brand Perception
Would highly recommend,Consumer Value
I LOVE THE WAY I CAN PUT MY PALS TO WORK AND OVERWORK THEM TILL THEY DIE,"Gameplay Mechanics, Pal Management"
great game,Overall Quality
"Addicting, fun to play, so much to find and do. Its a great chill game!","Gameplay Engagement, Content Depth, Relaxing Atmosphere"
nice,Overall Satisfaction
SATISFACTION,Consumer Satisfaction
game keeps crashing and crashing after new patch if anyone knows how to get this game to a playable state message me!,Technical Stability
"Reviewed this as positive after some playing.. but now turning it to negative as I cannot recommend with the current status of AI pathfinding. At first I thought it was just bad luck with getting some Pals stuck in my bases, but after changing the layout for 10th time and moving 100th stuck Pal it's more work to unstuck pals than actually playing. It has so much potential but just need a lot more work.","Technical Stability, Gameplay Loop"
"I've never been into early access or survival games. This game will have you playing till 3am doing mindless tasks, and having fun doing it. I hope they keep updating the game and making it better. They have a real winner here. Wish the bigger developers would take notes.","Gameplay Addictiveness, Early Access Value, Ongoing Development"
better then the most recent pokemon games,Comparison to Recent Pokémon Games
good,Overall Satisfaction
"Its Pokemon meets Ark, but it's made by devs who care about their product.
Also its fun.","Genre Blend, Developer Dedication, Fun Factor"
FUN!,Fun Factor
got really boring but fun at first personally good idea hard to keep going as its really repetitive,"Initial Engagement, Repetitive Gameplay"
amazing game and for early access it is very well polished,"Consumer Value, Technical Stability"
"Thank you Pocketpair, as a Pokémon fan, this is the kind of ""Pokémon"" I've been wanting to play since a long time ago","Pokémon Fan Perspective, Genre Desire Fulfillment"
love game,Overall Enjoyment
Keeps going from strength to strength. Worth every penny of the asking price. Even more so now they've added tides of tererria. Water pals have much faster movement on water. The new fishing game is pretty decent. Skill books have become much easier to find. The list goes on. I can't wait to give my full review on full release,"Consumer Value, Gameplay Improvements, Future Anticipation"
"Great concept, but too much hassle with item management and grind _for me_. Similar to Subnautica and other games in that sense.

Having to go back and forth between bases to manually find out what materials you have, where you have stored it and to figure out what is producing and what has finished is not my thing. Lacks automation of (or at least an option to automate) boring parts of the base management (like producing something if the stock runs low, queing production, automatically move produced items to the chest, auto-sort items between chests, shared chests between bases etc).
A ""master chest"" or a section in the palbox displaying all items and quantities stored in the base/bases (+some tabs/quick filters or similar to quickly display specific items/ingredients/valuables/etc) would make the game more fun (for me).

I do however understand that people who enjoy micromanaging everything, feel excitement from manual item management & like transporting yourself around in an open world enjoys this game (which seems to be quite a few people).","Gameplay Loop, Base Management, Automation Features"
WOWWOWOWOWOWOWOWOWOWOW I LOVEE ABUSING POKEMON PALS,"Gameplay Enjoyment, Mechanic Satisfaction"
"It's like minecraft, pokemon, and ark put together. I enjoy it","Genre Comparison, Personal Enjoyment"
good game,Overall Quality
"Slavery, Guns and fun! (Note, slavery should not be supported irl, neither should abuse of living things. An exception has been made for this game.)","Thematic Content, Entertainment Value, Ethical Framing"
Very Fun,Fun Factor
"God Game , giga fun, not buggy so far, no lag, Good co-op, good boss fights, 10/10","Fun and Enjoyment, Technical Stability, Co-op and Boss Fights"
I really like what Pokemon has done with the place.,"Location Design, World Improvements"
"Unreliable multiplayer. Server-side player profiles get corrupted eventually and have to be deleted, resetting progress.","Technical Stability, Multiplayer Reliability"
"This is the darksouls of pokemon games.




satire",Gameplay Difficulty
"Please remove the weight capacity instead add it on level up. increase weight every level up. 100 per level or make a craftable bag that increase weight capacity.

Put a work priority tab on the palbox so we can easily manage and monitor if our pals are getting lazy. don't remove the carrying and throwing them to work priority function.

Needs a Hospital building to heal pals automatically this is a quite need in the base.

increase size of the base every palbox level up? the size is fine. but i want it bigger. cuz I wanna build inside a volcano.

also need different kinds of building pits like ore,sulfur,quartz etc...","Base Management, Gameplay Progression, Quality of Life"
I'm so addicted to this game that I totally forgot to do my coding assignment. Recommended 10/10 even during early access!,"Gameplay Addictiveness, Overall Recommendation, Early Access Value"
"I like the game it is a fun game I haven't finished it yet seeing how I don't have much time to play but the time I have played it has been nothing but fun, I can't wait for it to fully release","Gameplay Fun, Full Release Anticipation"
A black hole where time does not exist where you go to catch a few Pals for thirty mins or so next thing you know you are on the other side of the map building a work camp and 10 hrs have passed  definitely recommend to all,"Gameplay Loop, Addictiveness"
very fun and addicting game,"Fun Factor, Addictiveness"
"Great game, 10/10, silly little guys, but with guns","Consumer Value, Humorous Concept"
The pals yearn for the mines,"Gameplay Loop, Pals Behavior"
There are no laws against the pals Batman I can do whatever I want to them. You know what i'm gonna do to that thing Batman.,"Player Freedom, Lack of Restrictions"
"Have you ever wanted to join team rocket? Boy, do I have the game for you! Insanely addictive and fun single player game, but it's made even better with friends. I am a lifelong Pokemon fan from OG red + blue, and this is the game I have always wanted. Pokemon without forced morality. Pokemon without forced ""friendship wins every time"" feel good b/s. Just guns, tame-able monsters, and the ability to confine & enslave your enemies into tiny spheres of doom so that they can do your bidding for eternity without complaining. (You can catch people in what is totally not a pokeball, it has a mohawk. P.S. nintendo can eat a male reproductive organ for bringing a lawsuit against palworld. Buy Palworld. Boycott Nintendo.","Gameplay Fun, Thematic Freedom, Anti-Nintendo"
Great fun by yourself or with friends,"Solo Enjoyment, Social Enjoyment"
111.5 hours in two weeks? well fuck my life,"Time Investment, Addictiveness"
Pocketpair is currently my favorite development studio in all of gaming. They simply do not miss. Every update is good. Buy the game immediately.,"Developer Excellence, Update Consistency, Purchase Recommendation"
palworld!!!!,"General Enthusiasm, Game Hype"
"The game uses misogynist ""body type"" nomenclature to dehumanize women.","Gender Representation, Social Sensitivity"
"Today's subject, Slavery.","Historical Perspective, Ethical Lens"
"It's a great game. Keep in mind it's eatly access and that it has some slightly annoying issues.
Haters shall hug their Pikachu plushie and cry themselves to sleep.","Overall Quality, Technical Stability, Critic Dismissal"
eh not really not for me,Personal Preference
TOO CUTE and so addictive,"Aesthetic Appeal, Addictiveness"
"Pokemon slave labour simulator.
You can also shoot them!

10/10 would recommend","Ethical Critique, Gameplay Satire"
"Unironically better than any Pokemon game I've ever played. Even with the Jank, the game itself is a surprisingly fleshed out survival experience with a decent progression and mostly bug free multiplayer. It was genius selling this game at 30 dollars. It's easily worth the price. This game will only get better with more updates.","Consumer Value, Gameplay Depth, Technical Stability"
This game is really good,Overall Quality
Straight up it's a great game. Some of the designs come a little close to their pokemon counterparts. But this is a $60 game being sold for 30 atm for early access. absolutely pick it up,"Consumer Value, Design Originality"
"Pretty buggy, crashes often, but it's early access so I can't entirely fault that. When the game does work, it's a lot of fun! There's a lot to do early on. End game does get pretty slow, but again, early access. Most of the Pal designs, especially the newer ones, are really cool and unique. The tower boss NPCs are also really cool and memorable and I do enjoy the lore behind them. I'm definitely excited for what the future brings!","Technical Stability, Gameplay Loop, Narrative Design"
"I am enjoying the game as a solo player since I can't play cross platform with my friends. I am a PC player and my friends play on consoles. I hope I can one day play together with them. Other than that, I like every aspect of the game. I have not tried playing with other PC Players as I know none and prefer not to play with strangers. But solo is already good.","Cross-Platform Compatibility, Solo Play Experience, Overall Satisfaction"
Sure,Neutral Agreement
As a person who gets anxiety for playing with other peoples for a long time this game is so good playing alone with only you and your pals.,"Social Anxiety Perspective, Solo/Co-op Gameplay"
My life feels exactly like depresso,"Emotional Resonance, Personal Relatability"
Amazing game! Well put together for early access. Plenty to do. Already have nearly 30hrs in and no major bugs or issues!!! So excited about the future for this one!!! Best description would be ARK: Survival Evolved X Pokemon,"Technical Stability, Content Depth, Future Potential"
Great game absolutely worth $27 had a lot of fun so far.,"Consumer Value, Fun Factor"
addicted,User Engagement
Pal world good game. Much fun.,"Fun Factor, Overall Quality"
"The game is a whole lot of fun, it's rare that a video game brings me the same level of joy that games used to when I was a kid but Palworld has reserved its spot on that short list. Palworld is proof that its not getting older that makes games less fun, but that for a long time now games have just been bad/boring/stale Palworld does what people have wanted Pokemon to do for over a decade.","Nostalgic Joy, Genre Innovation, Industry Critique"
100% yes,Overall Recommendation
HAVEN'T SLEPT FOR DAYS. GO. PLAY. THIS. GAME.,"Addictiveness, Strong Recommendation"
animal  slabery,"Animal Ethics, Ethical Concerns"
Ark: Breath of the Ring with Pokemon slavery simulator.,"Genre Comparison, Creature Taming Mechanics"
ITS A FUN GAME,Fun Factor
addictive. would be better if adding some more dubbing and storyline (no storyline at all). but Im pleased with what I get now,"Engagement, Narrative, Dubbing"
"Try it it sooo fun!
",Fun Factor
"Update after 100%, 282 hours in:
This game is more fun than I thought possible. I can't stop playing, even after finishing the game, that desire to collect all the pals, make an awesome base or bases, even thinking about playing a nuzlocke challenge some time in the future. I love this game. It truly is what I wanted from pokemon for decades.

What a game! 
I was expecting it to just be kind of an edgy pokemon, but man has this game surprised me. There's so many cute monsters to catch, and they all have something to offer, skills, work, some you can even ride!
There's absolutely no expectation of you to mistreat the Pals, by the way, I'm doing great on hard mode and all my pals are well fed, have a nice place to sleep, even a jacuzzi to relax in.
The combat is a little clunky and in hard mode you basically have to only focus on dodging and hiding from the other pals, but it's so much fun, catching is a real challenge in this game.
All in all this is the game I've wanted since I finished a certain game's silver version in the year 2000.","Consumer Value, Gameplay Loop, Combat Mechanics"
"Gave the game a lot of time, waiting for it to get fun. It didn't, it was always tedium.",Gameplay Loop
pow my world,"Emotional Impact, World Immersion"
"Brought into the world and some fluffy thing wanted the heat

10/10 would club again

","Overall Satisfaction, Replayability"
Completely unstable in current state.   I would recommend if it would go more than 10min without crashing.,Technical Stability
suck it nintendo,Brand Sentiment
Great game to get lost in hours of fun and a lot to do cool pals to catch and places to explore,"Immersion, Exploration, Collection"
I have played this game for like 4 hours and I can already say with confidence this game is way better than pokemon. Pokemon has given us shit games.,"Consumer Value, Comparative Quality"
AmazeBalls,"Entertainment Value, Fun Factor"
Good game. I'm a big Pokemon fan. But this game is not like pokemon apart from the creatures capturing them in balls. It's moke like ARK with Pokemons,"Pokémon Comparison, ARK Similarity"
"bought palworld like half a year ago and it wouldn't start, was very sad. however now it runs extreemly smoothly and i CANNOT put it down love this game!!","Technical Stability, Gameplay Engagement"
It is the most addictive game i have played in a while!!,Addictiveness
"I didn't expect to like this game as much as I do. I'm a really big fan of survival build games. I really don't have any interest in any kind of Pokémon Silliness.   But this game caught me off guard. It's really fun. Addictive. And I like building bases and capturing animals and improving my character.   If you really are into the genre, this is going to be the greatest game in the world for you.","Survival Genre Fit, Unexpected Enjoyment, Gameplay Mechanics"
Very fun. Cute animals to catch. Easy to play!,"Fun Factor, Cute Aesthetics, Ease of Play"
Boss Dumud not big dumud,"Boss Design, Scale Perspective"
This is the best game I have played in a long time and I can't wait for the new update to come!!!!!,"Overall Enjoyment, Update Anticipation"
its litteraly what pokemon  shouldve made for their games so that says it,Comparison to Official Pokémon Games
"enslave them, kill them. 
Both go in this game 

10/10","Gameplay Mechanics, Player Agency"
This game is super fun and kinda like pokemone but GUNS!!! Also This game is so much funner when i am playing it with my friends,"Fun Factor, Multiplayer Appeal, Genre Comparison"
enslave pikachu,"Ethical Concerns, Pokémon Treatment"
