review_text,Review_Angles
"For someone who owns all possible content for this game(Yes even Shadows of Change) it got to say OK CA this has been the last straw from upping the price to ridiculous levels its one thing but to tell the comunity ""support us or we will not further improve Total War warhammer with patches,fixes etc etc"" is a total different level of scumbag holding the future of the IP hostage for your mistakes and refusing to accept that you made those mistakes and i do think i am not the only one who has or had this tought for a while but unless we will see some improvements and genuine effort i for one who has more than 1.5k hours into W1-W3 will no longer buy your ""content rich dlc""a franchise that i adored and waited for so many years to see it grow to be sent into the trashcan by some jackasses or scumbags at the top of the company.","Consumer Value, Corporate Ethics, Brand Relationship"
"I waited until Immortal Empires came out, of course. The best part of this is playing with friends on free-for-all. Controlling the AI armies your friends are fighting and completely destroying their hopes and dreams. Since your turns are shared, there is no waiting on your friends. It's a great time ruining friendships.","Social Multiplayer Experience, Gameplay Mechanics, Player Interaction Dynamics"
"Good game, bit of a mess with things that are not balanced/not working as intended. still one of the best total war games.","Gameplay Balance, Technical Performance, Overall Enjoyment"
"Things are comming up together (my previous review)
How wrong i was...","Narrative Reflection, Consumer Value Reassessment"
"Strategy, turn base, greatness","Gameplay Mechanics, Strategic Depth, Genre Appeal"
i like the great wars and unit availability,"Gameplay Content, Unit Variety"
pure Art,Aesthetic Quality
"I guess I am falling all the other reviews. This will (hopefully) be a great game, but for now its mhhhh. 
They have tried to mix it up from the previous two installments, with a new siege style. Effectively the longer a siege lasts the more points you get which you can spend on building more defences, this should make a siege into a collapsing bag, where you slowly pull troops back to a central defence. Unfortunately the defences take so long to build, that the siege is long over by the time they do any good. 
Others have detailed the horrid camapign, in a nut shell you need three terroitories and 2/3 armies. If you expand beyond that you really cant win as portals appear everywhere spawning corruption and chaos armies.  The first time you go into the chaos lands to complete the linear missions is fun, but this gets dry very quickly, as you rinse and repeat over and over. 
Then there are the armies (again, hopefully more to be added). There is chaos undivided, which are ok, but not as much fun as chaos in WH2, all the other chaos are worse versions of this, with limited rotas, either lacking average infantry or adequate cavalry, or artillery, the effort to give them a flavour just makes them feel hamstrung. 
Kislev are ok, playing like the empire, but Cathay are the only list to feel like they have any real new character. 
I am 88 hours in, have completed the campaigns with three factions, and done a world domination - the latter felt like a full time job, ...so dry...every battle feels the same, every region seems identical.... auto resolve after auto resolve... 
This game can be saved but needs expansions, so please don't encourage lazy development, wait till the price drops and the expansions are out.","Gameplay Mechanics, Strategic Balance, Campaign Design"
"random crashes, poorly optimized graphics, taa/fxaa poorly implemented, UI not correctly scaling with windowed mode

wait one or two patches","Technical Stability, Performance Optimization, User Interface Functionality"
Love the game but current issues makes it hard. Please fix the game. all the bugs in the game makes it too easy because the AI is doing something stupid in almost every fight.,"Technical Stability, Gameplay Balance, AI Performance"
Why should gamers buy something that is unbalanced and faulty? Why should they buy future games that will likely get the same half ass treatment? Buy it on heavy discount.,"Consumer Value, Product Quality, Future Expectations"
"Did you like Warhammer 2?
May I introduce more Warhammer 2.
Play it. It is good.
","Gameplay Quality, Recommendation Strength"
"game is broken right now,tomb kings and lizard man ai's arnt moving or recruting units,some dont even get there mount or traits.","Technical Stability, Gameplay Functionality, AI Performance"
"fkn amazing
",Overall Experience
wondeful game,Overall Enjoyment
"Ah another classic milking of the TW series. Its good, and it works! Damn it Sega. DAMN IT!

EDIT: every Total War series has their own uniqueness, the gameplay wise, pretty much the same. Province hoarding, waging war, engage in noice diplomacy (don't expect any nudity, perverts), and feel powerful. Its great because Warhammer is one of my favourite title in existence, despite the lack of details on the campaign map like Three Kingdoms, Warhammer uniqueness lies in the battle mode and micro gameplay. So give it a shot if you like the somewhat of CIV series and Company of Heroes mashed into a ball.","Gameplay Comparison, Franchise Evolution, Genre Hybrid Appeal"
"loved 1 and 2 but 3 even with the patches just isn't a good game. many units are now useless feels like its some tribute to a hyper 13 yr old.  its all monster units, bum rush and pointless campaign. they need to tear it down and just rebuild it to match 1 and 2. get rid of what ever innovations u thought were great, go back to a good game","Gameplay Balance, Design Philosophy, Series Consistency"
"I love this series clearly, I wouldn’t have 2,000+ hours if I didn’t. But it’s tiring watching the same cycle repeat: slow responses, late hotfixes, long silences, and then statements that come only once the damage is already done.

The recent AI freeze bug should’ve been caught and fixed faster. It’s not the end of the world by itself, but it’s a symptom of something deeper CA always seems to be reacting instead of anticipating.

I don’t expect perfection, just quicker awareness and communication. I want to feel like problems are being noticed before they explode into controversy.

Warhammer III is an incredible game underneath the chaos, and it deserves a better level of care and urgency.","Technical Stability, Developer Communication, Long-term Support"
"Less content for more money and constantly broken patches, the Kroxigar Lord can't even recruit Kroxigar. Removing features, getting rid of settlement maps because they can't figure out how to balance field and city battles. This game doesn't deserve your time or money until they can make things that actually work.","Consumer Value, Technical Stability, Feature Set"
Apology offered. Changing review.,"Customer Service Response, Reviewer Satisfaction, Conflict Resolution"
"As someone who has 1200 hrs in WH1, 3300 hrs in WH2...I was excited by this newest edition.
I have 5 hours into it, and i am totally underwhelmed. Graphics are terrible....fuzzy, washed out...just 2nd rate looking.
none of the new factions excite me and I am not a fan of the new siege system.
I would recommend skipping this for a year or so...until they fix a lot of it, or the super awesome modders out there make some mods to put some sparkle and fun into this.
I am heading back into WH2....that game was the pinnacle of this series...this one is heading downhill...fast.


Well CA cant seem to get its head outta its butt. The game is updated reguarly because CA adds more buugs in its updates than it fixes. My previous statement of the modders being the ones who save it is still correct. Without them the game is simply horrible. The modders make it playable and fun...so unfortunately i still cant reccomend this game until CA does a complete revamp...they are a horrible game company now to my great sadness","Technical Quality & Performance, Gameplay & Feature Assessment, Long-term Value & Support"
good job,Overall Satisfaction
"Although some of the new features were a little different at first, the game really comes together when you get the hang of it. Definitely worth it if you're a TW Warhammer 1 and 2 fan.","Consumer Value, Gameplay Adaptation, Fan Service"
All Hail Tits-Snitch,"Narrative, Cultural Commentary"
great game,Overall Enjoyment
"If you're over 25 and own a computer, this game is a must-have!","Target Audience Appeal, Consumer Value"
 addicting ah,Engagement Appeal
peel loves the rats,"Character Affinity, Narrative Engagement"
I am mainly giving this review for Steam Awards badge but honestly the Immortal Empires campaign with so many races is probably the best part of this third part of the Warhammer trilogy. I cannot wait to see what the developers add to the game. :),"Content Breadth, Future Potential, Personal Motivation"
,Insufficient Information
"Very fun game, tons of option and insane amounts of playtime, only played a little bit and i am already loving the game
","Gameplay Enjoyment, Content Volume, Player Engagement"
"First and foremost: the currently responsible team is doing a good job in improving and expanding the basegame (looking very much forward to IE :D).
Sadly there are still numerous performance issues, especially on the campaign map, this leads among other issues that the player are merely acting as beta testers. 

Update after version 2.2.1: The game is very fun in Immortal Empires, the main problems are that there are still a lot missing/downgraded features from TWW2 and the performance got quite a bit worse with each version leading up to spontaneus game crashes at least once an hour without fixes in sight.","Technical Stability, Feature Completeness, Development Support"
Wololo they are actually updating the game now,"Development Support, Consumer Value"
great,Consumer Value
"Rome II was my first total war game, loved it. Only a few hours, but also as a fantasy fan, i'm liking this one too.","Consumer Value, Genre Appeal, Series Comparison"
its fun,Consumer Value
"I do not recommend. CA has made it clear their future for this game is only to extract wealth, not create something great. I do not expect future patches to fix the myriad issues with the game; of which modders have fixed in like an afternoon. Do not buy","Consumer Value, Developer Intent, Technical Quality"
Please focus on fixing the AI issues that the community has been begging you guys to fix instead of rushing a new buggy DLC,"Technical Stability, Development Priorities, Community Feedback"
Fun game.,Entertainment Value
awesome game,Overall Enjoyment
l,Insufficient Data
Why do the Devs have to be so greedy? Y'all are worse then EA with Sims and THAT IS SAYING SOMETHING.,"Monetization Ethics, Developer Reputation, Consumer Value"
Great game in the Warhammer series.,"Series Comparison, Consumer Value"
insane Price gouging going on with this game,Consumer Value
"[h3] Update April 2024 [/h3]

I decided to change my recommendation to positive in view of recent news regarding layoffs at CA, the rampant rumors around Total War: Warhammer III being scaled down from what was originally planned, and lastly because the additions to Shadows of Change were pretty good. 

Despite the fact that multiplayer campaigns barely function, despite the random CTD's, units having seriously bad pathfinding around gates and ladders, Warriors of Chaos and Cathay tech not working properly, or that there are heroes with not enough skills to put their skill points into, I still love this game. A lot of that love lies in thanks to the modding community, but the love and work that [strike]CA[/strike] the Warhammer team have put into it is undeniable.

Finally, a message to SEGA. [b]Do not let this game die before it gets a chance to redeem itself[/b] The whole reason we're here is due to CA leadership being incompetent, out of touch, greedy [spoiler]dirt[/spoiler]bags
Punish them, not the game that makes money despite their best efforts to gun it down while it's laying the golden eggs.

[hr][/hr]
[h3] Update Feb 2024[/h3]

Since I posted this review, CA made a public statement ""apologizing"" (quotes because the wording of the apology was very corporate and didn't really make the point of owning up to mistakes) but also promising to be better. [b] In this vein, they cut the price of Total War: Pharaoh, refunded all owners, and promised to add content to Shadows of Change to match the asking price. [/b] This all happened in late December. 

They are currently coming out with a series of blog posts detailing the added units/lords/heroes in every race (at the time of writing this, only Cathay and Tzeentch are out) and the update is due next week. 

However, I will not be changing my recommendation yet, as this whole ordeal has been going on since the game was released. I'd like to have them be consistently good for a good long while before I can honestly recommend the game. Plus, it's still riddled with bugs.  
[hr][/hr]
[h3] Original Review in November [/h3]

I'm sorry, as many hours of entertainment this game, which I truly love, has given me, I cannot in good conscience recommend it. 

Unfortunately, Creative Assembly have been treating it as a money maker that will always make money no matter what, essentially abandoning it in the process. 

Their idea of ""support"" is to let a haggard, poor dlc team of, I would wager, less than twenty people to maintain, patch, AND produce content, while at the same time  increasing prices to absurd amounts for lesser quality content than for every other dlc ever. 

In the meantime, as the team is stretched super thin, glaring problems (which the community has addressed in mere days via mods) have been left in the game for months at a time. Imagine buying a faction dlc focused on a specific unit, and that faction being completely unable to recruit said unit FOR THREE ENTIRE MONTHS.

And to top things off, they came out with a statement as a response to community backlash for the latest price increase, basically saying ""we want more money, buy the dlc or we drop support entirely"" 

Tldr: CA have abandoned this game. QA is non-existent, major bugs are in the game for months on end, and CA came out with an ultimatum to buy the dlc at an absurd price or they'll drop support.","Developer Support & Content Updates, Technical Performance & Bugs, Modding Community Value"
"The below comments are still accurate. Single model of broken unit causes cavalry units to cease moving (mass is always so tricky when it would benefit the player: PC has no issue with chariots that never lose speed).  UNITS STILL CANNOT PATH AROUND GATES AND CORNERS CORRECTLY.
Made it four turns into a new campaign before battle glitches made me stop. I don't want to auto resolve every battle on Very Hard. Is a completed product really that hard to come by?

buggy and crashy (standard for unfinished games)
unit collision that would make Shogun TW (2000) blush
enemy units are most disruptive after being routed, turning into drag nets as they are unable to leave the melee and seem to path in a random direction through your units, destroying any formation or cohesion and at times dragging models out of combat
clearly didn't wait long enough for the bugs that should have been caught in play testing to get patched out
like everything else these days, it will be good once complete","Technical Stability, Gameplay Mechanics, Consumer Value"
Great. War. Some say its the TOTAL package. ;D,"Narrative Quality, Consumer Value, Humor/Irony"
very good if you love warhammer fantasy and total war games but vamps are cringe to fight,"Franchise Fandom, Gameplay Balance"
great,Consumer Value
Great,Overall Satisfaction
"very expensive, bad game.. 
Ingame:
One is prologue which is you dont have options of class or race... 
Other one has two options of class which is actually exactly same story or race.. boooring","Consumer Value, Gameplay Variety, Narrative Depth"
"Cannot recommend. 

Not because of the outrage some time ago or the dev team's sheer dedication to fixing bugs, but simply because they refuse to add missing civilisations and races of Ind, Nippon, Khuresh, Lumbria, Albion, Amazons, and so on. 

And only playing WH3 because of awesome mods that add new civilisations - not because of the fucktard/CA shill who gave a jester, which is a badge of honour, since this review will stay negative...

CA's/GW's efforts: 0/10 
Modders' efforts: 11/10","Content Completeness, Modding Community Value, Developer Support"
"great game, if ya liked the first ones youll love this","Franchise Continuity, Consumer Enjoyment"
"Uninstalled. 

I will not support developers or publishers that treat their fans the way Creative Assembly does with Sega and Feral Interactive supporting it.

All three have lost my business.","Ethical Consumerism, Developer-Publisher Relationship, Brand Loyalty Impact"
Better than Civ,"Comparative Gameplay, Genre Benchmarking"
"The gameplay is pretty fun and enjoyable, but the constant crashing is maddening. Of the time I have spent playing, I think I have replayed the same battles on average 2-3 times because each time they finish and I am back to the campaign map I am presented with a crash before I can save the game. The last straw for me was playing one of the 40+ minute boss battles and scraping through just barely only to have the game crash when I completed it. 

If you enjoy groundhog day this might be worth a consideration, otherwise I would recommend waiting a few months for the game breaking crashing to be fixed. I don't know why I keep giving Creative Assembly the benefit of the doubt with their new games, I have been burnt every single time since Empire Total War was released.","Technical Stability, Gameplay Experience, Consumer Trust"
nice,Consumer Value
Lots of cheese. Cheesing is guuuuuud... Cheese for the Cheese god. Milk for the milk throne.,"Product Quality, Humor/Entertainment, Cultural Reference"
"I’ve been playing Total War since the original Medieval Total War came out in 2002. That’s now over two decades of supporting this franchise, and Creative Assembly. That stops now.

CA has made some pretty bad missteps and mistakes in the past, with dodgy launches, buggy games, removing features, and flat out shovelware being spat out (looking at you, Thrones of Britannia). Despite this, the company also put out some amazing games during that time, and many people working there have shown they care about the games they make, and the community that supports them.

However, the current state of WH3, and the behaviour of certain executives at CA, has devolved to a state that is so appalling, it’s scarcely believable. WH3 has been a buggy, half finished mess since launch. The Realm of Chaos campaign is the flat out worst Total War campaign I’ve ever seen. Patches have been slow, barely fix any issues, and more often than not introduce a new suite of bugs to go alongside the old ones. Couple this with poor AI, factions with limited flavour or choice, and mechanics that are totally broken means the game cannot be recommended in the state it’s in.

Whilst this is disappointing, as WH2 became a truly brilliant experience after a while, and WH3 has the foundation to be another excellent game, the real kick in the teeth is the condescending and frankly insulting attitude CA are showing to their players. CA has basically hiked the price of DLC by 150%, whilst reducing the content included in the DLC, and failing to support the game appropriately. A certain executive then had the nerve to effectively threaten the playerbase with ending support for the game if they don’t buy it. 

But that’s the problem isn’t it CA, you aren’t supporting the game. You’re egregiously squeezing a loyal and dedicated community to prop up the development of a hero shooter, a genre that would’ve been new and exciting in 2014, whilst simultaneously sneering at the community that has kept you in business for 20 years. 

As a result, I’m out. Don’t buy this game. Don’t buy any DLC. Don’t support CA in any way anymore. If CA realise the error of their ways and actually change course, I’ll update this review. However, based on the complete contempt they seem to view their community with, it’s probably more likely that pigs will fly. Ironically, flying pigs would be a more developed and thought out unit than most of the ones they include in their DLC.","Historical Loyalty, Technical Stability, Corporate Behavior"
Immortal Empires is good,"Gameplay Experience, Content Value, Overall Enjoyment"
Blood for the blood god,Narrative/Thematic Alignment
This game allows me to live out any high fantasy trope... and then use them to commit war crimes against all life. 10/10 would spend another 1000 hours using the dwarfs as bowling pins.,"Fantasy Role-Playing, Gameplay Freedom, Humor & Entertainment"
Is good,Overall Quality
"I have 100s of hours in Warhammer 1+2, I was really hyped for the grand finale of the game.
Compared to WH 1 and Wh 2 the game has been continued to be developed, the factions have become more diverse the mechanics more interesting.

But WH3 does so many fundamental things to a TotalWar so wrong that it just is not enjoyable.
I didn't write a review when the game dropped because I wanted to give CA the opportunity to fix these issues but they have not been moving in the right direction.

Don't buy the game right now, wait and see if CA ever wakes up and starts making the game better and not worse.
You will save money and sanity.
Play WH2 right now its still the better game.","Consumer Value, Gameplay Quality, Development Direction"
Game Broken,Technical Stability
its twwh3 whats not to recommend. not quite as good as wh2 yet though. maybe in 2024,"Comparative Quality, Future Potential, Consumer Recommendation"
Fix broken AI and hire a community champion that interacts with the player base - hire LegendofTotalWar to be your Ghostcrawler.,"Technical Stability, Community Engagement, Leadership Advocacy"
So... You are saying to me that i have to buy EVERY TWWARHAMMER GAME to play as the starting races? NOT EVEN THE FUCKING EMPIRE???????? WTF IS WRONG WITH THIS BULLSHIT? Not even the orks are on the game? Oh but i get Bretonnia for free! FUCK YOU!,"Consumer Value, Content Accessibility, Monetization Model"
ah yes one town sub-rat species have 250000 units ok otherwise pretty awesome,"Gameplay Balance, Content Quality, Player Satisfaction"
Amazing,Overall Satisfaction
I got scammed. Fun game tho,"Consumer Protection, Gameplay Enjoyment"
good game,Overall Enjoyment
"It is an amazing game and has the potential to get even better, developers have started listening and talking to the community and really improving the game. I look forward to more DLC","Consumer Value, Developer Support, Future Content Potential"
"After a botched release and a pretty dull single player campaign, the game has really blossomed! CA didn't do themselves any favors by releasing the Immortals campaign so late, but daaaang! This campaign has it all! All the factions from the first two parts, including the last one, are playable and can be played in a campaign with up to eight people at once. The only point deduction perhaps is the fact that the objectives in the Immortal campaign don't bring out much of the factions' own flavor, but hey you can't have everything :D","Post-Launch Development, Multiplayer Experience, Content Variety"
One of my favorite games but unfortunately it seems when one issue is fixed another pops up. Please fix the ranged units my guys!,"Technical Stability, Gameplay Balance"
you have to own the others games just to play a majority of factions + cant play as GOBLOCKS™️ from the infamous game Block Fortress from Forsaken Media™️,"Consumer Value, Content Accessibility"
"Very fun, infinite replaybility, many playstyles, can be a little expensive though but this is the ULTIMATE strategy game.","Consumer Value, Gameplay Depth, Price Consideration"
Unplayable due to the size of the game.,"Technical Performance, Accessibility"
"This game is finally what it was always meant to be, their is still missing content, still some bugs, but it isn't a mess like it was at launch.  This game's multiplayer aspect is the most fun I've ever had with any RTS game.  The campaigns are really fun I've personally put so many hours into them that I am mostly interested in mtp but the scene around it on turins and human boys discord are amazing. Best mtp community I've ever found?","Technical Stability, Gameplay Experience, Community Engagement"
"I've played Warhammer 1, 2 and 3. First time leaving a review. I've played lots of Warhammer 2, fair bit of 3 as well. Scope and concepts? Amazing. Super cool ideas. And I enjoyed 2 a lot after potion of speed update, which made turn times playable, among other things. But they left the game broken in it's final patch (ambush AI completely broken), and were okay leaving it like that. It just left a sour taste in the mouth after so much fun with a great game.

Then Warhammer 3 launches, game broken and unfinished. Some fixes, more breaks, some fixes, more breaks. Siege pathfinding just absolutely broken, tower minigames, AI AFKing on world map, they don't launch sieges and just stand around forever waiting to attack. Cathay was marketed on ""defending the bastion"", but armies never launch the attack, and if they do, they can still be auto resolved on very hard (aka, auto resolve still has serious issues, eg dwarves vs norsca and slaneesh auto resolve diff). Just... Warhammer 2, from potion of speed update up to before the final patch which broke it, was great. Not perfect, but fun, lots of new content, game worked, issues were fixed within reasonable time frames? Warhammer 3? Core issues like AI just afking on map and sieges being just...... pathfinding and LOS drives me nuts, barriers popping up out of nowhere to make it worse. Cant even compensate by destroying walls properly, as it always leaves invulnerable sections. There's so much potential in the game, it's so frustrating to see it squandered over just, the game being broken and not working as intended. Let alone the insane powercreep (cough skulltaker, cough) which is just ridiculous levels of broken that all you can do is laugh really.

I'd just like to see the game series that I've spent so much time in actually be fixed and playable, not a buggy mess, and this is the only way I can really express that. I haven't played in months because among other things in life being busy, the bugs, pathfinding/LOS issues and sieges general design just drives me up the wall after a while, along with no challenge cause the AI just AFKs and watches me play solitaire. Hopefully you can turn the game around CA, rather than giving it the Three Kingdoms treatment, or leaving it broken like Warhammer 2. Thanks for reading.","Technical Stability, Gameplay Experience, Developer Accountability"
goooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooood,Expression of Satisfaction
"Lets not talk about how bad is pricing sometimes here
TWW3 is a great game itself with a giant potential for further improvements. That's one of the biggest Warhammer based video game, medieval fantasy based video game I would say which does have both interesting & pretty big global map as well as battles done in interesting manner. 
It's never a talk that this game is 10/10 and has everything being done ideal. It tries, and it actually **tries well**. I've spent so far near 300 hours playing it, and I enjoy playing it evenings after a job, I enjoy playing it together with friends of my. 
It's just a **great potential product** which you can already taste much. Though, aiming my positive review still for further improvements.  
Multiplayer experience sometimes sucks with having of issues and crashes just without a reason ( and proper tell of a reason ), bit it's still fun and enjoyable to play.**Wish CA would take actual care of content and support**. This ain't a game which we as a customers should lose, but it's still also a game company which develops it **should take care of**.","Consumer Value, Gameplay Quality, Technical Performance"
"really nice game 
",Overall Enjoyment
"Good and fun.

Needs more patches.","Consumer Value, Technical Stability"
yip,Content Quality
"It is my most-played game on steam, but I can not support it with Creative Assembly increasing DLC price while decreasing the content provided in the DLC - then threatening to stop supporting the game if we do not give in to their demands. I will NOT be purchasing the Shadows of Change DLC or any other DLC that is this price with this amount of content.","Consumer Value, Corporate Ethics, Pricing Strategy"
its impossible to enjoy the game because to get a full experience you need to spend hundereds on dlc,"Consumer Value, Monetization Model"
"Played it in ver 6.2 

This is has an extensive Workshop support but some MOD only work in certain versions of the game.
Beware that you also need to be careful in the MOD load order and enable them on the game launcher.

I only play it on 2 campains:

-The Lost God (an amazing prologe, if you remember to close the 'tuturial message' before doing what you are being told to do)

-The Realm of Chaos (Amazing lore but the passing is a bit too slow if you are trying to save Ursun. 
I won the campain via comple map dominance before the 2nd portal to the 'realms of chaos' pop up)

To be honest, the tutorial campain for me was better than the actual game campain.
It felt far more immersive Yuri Journey than 'who ever faction you want to play' but with the same story.

Mods realy help me to complete the campain and make Boris a Barbarian from Skyrim with an army of Snow Dragons and Cryo Phoenix (Similar to Anivia from Freljord)
Also used a mod to even the odds when fighting in weird climates, diseases and lack of qualified personel to defend a barren wasteland.

The DLC is only if you want a 2nd playthrough, to be honest it isn't mandatory.
Try the 'Realms of Chaos' campain before going into 'Inmortal Empires', the last campain is just a bigger map and to be honest feels more empty than 'Realms of Chaos'

Maybe if they had made their campains a bit more like the tutorial or like those from Warcraft 3.
They could have just made fewer races and just focus on those.

I know by doing that, they wouldn't be able to monetize new factions as easy as they do with their new DLCs
Warhammer 'Old World' Lore is rich and it is a shame they weren't able to make a more interesting 'main story'.

Like it or hate it, 
This game is a good staring point for those who want to know what is Warhammer and not just 40k.

I was listening a great lore channel while playing the campain:
https://www.youtube.com/watch?v=JEQtsOpCAIE&list=PLxbR0SRy9VpBWgkbLqmRGysJxvZLoEft3&index=26

This game isn't for everyone.
Side with who ever you like the most and don't regret your choice.","Modding & Technical, Narrative & Immersion, Gameplay Pacing"
"I believe over the course of time this game has become excellent. I always get bored after continuously playing it and stop for some time but never more than a fortnight. I always come back to it. It has a lot of variety in it's dlc content, but CA has always been sure to throw some freebies along the way. I definitely recommend to strategy fans.","Long-term Engagement, Content Variety, Consumer Value"
Total War was made to be warhammer'ed,"Franchise Direction, Gameplay Integration, Series Identity"
good game,Overall Enjoyment
AWesome strategy,Strategic Depth
add workshop custom maps,"Feature Request, Content Expansion, User Creativity"
Good,Overall Satisfaction
"To all the devs that work themselves to death on our games we get to enjoy all while dealing with the management teams you have, I thank you from the bottom of my heart for the hours of entertainment you've brought me.
I've never wanted to see this franchise/company suffer or die but I mean.... “The right to discuss is a privilege – it is not an entitlement you earn by playing the game.""
-Creative Assembly, 2023","Developer Appreciation, Corporate Communication Critique, Franchise Health Concern"
milk for the khorneflakes,"Product Naming, Brand Association, Consumer Humor"
Creative Assembly's mismanagement of this game should be written in the book of grudges and studied by the Empire of Man.,"Developer Management, Game Quality, Franchise Expectations"
"... Not going to lie the launch was a failure, a complete let down, this game is not better then its predecessor. This a good game the Realm of Chaos is a complete dumpster fire  of a campaign narrative but this game is a solid 7/10 problem is Total War Warhammer 2 is like 9.5/10.. Its a bit to late to fix realm of chaos, they were warned it was trash before launch and did nothing to fix it. Honestly, I have come to no longer expect great things from CA so I am bracing for impact but also praying  Immortal Empires isn't a flop. 

---

Game has improved greatly currently worthy of being called the best Total war game to date. 
CA has been at least trying.  

#Total war Community
---

Game is made by people who don't play their own game nor care about their community. The refusal to fix game breaking bugs in a timely matter  is embarrassing. I don't recommend this game to people who are expecting a non broken product that has factions that were in the game since the first iteration of total ward that's broken and don't work. Creative assembly is a let down of a company.","Narrative Quality, Comparative Game Quality, Developer-Community Relationship"
Wait until immortal empires.,"Content Value, Release Timing, Game Mode Preference"
great game. words cannot describe the joy in winning a battle the game thought you would lose,"Gameplay Satisfaction, Emotional Engagement, Challenge and Reward"
"A game that will be good.

Right now it's functional, and if you have played several hundred hours of Total Warhammer II, I would tell you it's a good buy, but I can't in good conscience recommend you this game when that one exists, much more feature complete.

The game does introduce a lot of great new QoL changes and systems, but conversely the only campaign right now is at times very frustrating, in a way that even the Eye of the Vortex just wasn't. The lack of races, mods and units also hinders the replay value.

If you would like the game, you probably already have it ; otherwise play the earlier entry first and come back when this one has been updated.","Consumer Value, Feature Completeness, Comparative Quality"
"Overall another amazing Warhammer title. Can look toward my Warhammer 2 review for more detail, as this is obviously a sequel to such. Greatly enjoy the vastly improved visuals, map, and reworked or newer factions added along with the detailed game modes and newer systems implemented regarding them. BUT there are SOME DRAWBACKS as well. Main drawbacks being the limited playable factions until mortal empires is released, bugs and overall balancing issues, and larger optimization and performance issues than previous titles needing attention / editing  for proper gameplay for most players. Overall, i'd say this is another fantastic release, BUT, i'd RECOMMEND WAITING UNTIL A PRICEDROP / OPTIMIZATION PATCH / MORTAL EMPIRE RELEASE. The overall lack of playable factions as well as the extremely rough optimization currently and balancing issues definitely need to be addressed. Once mortal empires drops, the playable faction list will be much larger, so i'd withhold until then. A solid 7 or 8 /10 until optimization or mortal empires, which would likely boost it up to an absolute 10/10 masterpiece. All players being able to perform their turn at once is also a GODSENT feature in regards to time consumption playing multiplayer.

>monke
WHEN MORTAL EMPIRE? ? ?","Technical Stability, Content Value, Visual & Feature Enhancement"
DLC,"Content Value, Product Definition, Consumer Expectation"
"A masterpiece and a true way how the series should be finished.

I love it, always will and it is a shame that will be last one for this universe.

o7 I salute you total war team.","Narrative Satisfaction, Emotional Impact, Developer Appreciation"
"Its a very fun game, especially if you're into the lore","Narrative, Consumer Value"
"In my opinion , the best one ever..... Very expensive and the marketing politics is one of the most enraging one (must buy Warhammer 2 and 1 to get access to some factions/heroes) but the game itself is 10/10.","Consumer Value, Business Model Critique, Gameplay Quality"
Fun game and CA is doing better recently. I still wish they were faster at fixing bugs.,"Consumer Value, Technical Stability, Development Responsiveness"
gud,Overall Satisfaction
"Listen.  I've put up with the DLC price-gouging for a long time, but it really has to stop.  Bugs run rampant and when one is squashed, it seems like 3 more appear.  Ontop of these bugs that the community reminds staff again and again, they release bare bones DLC content and charge 50% of what the base game costs, how is that justifiable?  They say that ""costs have gone up"", when it really seems that they have mismanaged funds to ship out broken games and in order to pay for staff to fix the game, they release DLC at inflated prices.  A few dinky lords and some units for $25?  Absolutely no way.  I wont contribute another dime to this series unless a change with their pricing and overall quality control occurs.  I know I'm a drop in the ocean (in terms of a financial source) but it has to be discussed.","Consumer Value, Technical Stability, Business Ethics"
THIS BROKEN ASS BULLSHIT SUCKS MORE COCK THAN A CHEAP PROSTITUTE ON PAYDAY,"Technical Stability, Consumer Value"
"No voice in our ears but the Maw. 
We relish the sound of it's call. 
We'll plunder and feast on any man, any beast .
Doesn't matter, we'll snack on them all. 
The stragglers we didn't consume 
Are chucked in our sacrifice stew.
They scream and they run but that's part of the fun! 
'Cause the Ogres are coming to get ya!

Oh, Ogres, Ogres chomping on meats 
Filling our guts with our struggling treats. 
Tearing, Chewing we kill for the Maw. 
The power and grub's what we're doing it for.
Crunching and biting we kill for the Maw 
The power and grub's what we're doing it for!","Narrative Perspective, Gameplay Loop, Character Motivation"
"Total War Warhammer III has improved almost every aspect of its predecessor. It is a worthy and solid successor and the best entry of the series as of today and will be for the foreseeable future.

[edit] 
100+ hours later, the game just keeps getting better! This game is a MUST","Gameplay Evolution, Long-Term Value, Series Comparison"
is gud,Overall Quality
Total war Community,"Community Engagement, Brand Loyalty, Player Experience"
"Three crashes in the course of a little more than two and a half hours as of writing this, so I can't even return the game any more.  Don't bother buying it, the game has no value if it can't be played.","Technical Stability, Consumer Value, Product Reliability"
okay,Overall Satisfaction
why is it so red,"Visual Design, Aesthetic Preference"
For now it's quite unfun to play the game. Please fix the AI. Please fix the auto resolve system.,"Gameplay Enjoyment, AI Functionality, System Mechanics"
