review_text,Review_Angles
"A beautiful and fun world! The sound, both the music when it plays and the environment are great. The multiplayer works really well and building is quite intuitive and easy. Pal designs are cute/cool and well done. The world feels alive and I'm eager to explore more.",API_Error
"Funnest game I've played in ages. 10/10. Please play it. It's a bit glitchy, but it's fun.",API_Error
"What more can you ask for, wide range of crafting, managing multiple bases with no limitation on location, HUGE open world to explore, and the ability to let your intrusive thoughts win. Totally worth the price.",API_Error
"Awesome game so far, it's basically a survival-collector-civilisation manager style game.
Only downside is occasional crashes, for some reason Steam not recognising that I have exited the game, and limited character customisation; I'm hopeful this will be fixed/improved in the future.",API_Error
Is good game,API_Error
"Oviously rearhurt from Nintendo, now they turn on the paying customers because of their poor decisions to turn gender into diabetic type 1 or 2. good 1 year on the map, nice run",API_Error
When will Palworld have the sex?,API_Error
op,API_Error
"yes
",API_Error
I LOVE YOU PALWORLD,API_Error
it good,API_Error
Very buggy but super creative and fun,API_Error
"Cheaper than Nintendo's Switch game of you know what, has slavery , machine guns and base building too! Fun with friends or if just  as fun if you are a sad anti-social solo player.",API_Error
"Good game, very good with friends.",API_Error
fun,API_Error
Great game if you like Pokemon,API_Error
Good.,API_Error
It's too addictive,API_Error
"Hard to stop, too addicting. 10/10",API_Error
Literally perfect,API_Error
i love this,API_Error
"as awful as it all is, its a pretty unique experience.",API_Error
good game,API_Error
"great game
",API_Error
this is the greatest PERIOD best game Ever ......!!!!,API_Error
yes,API_Error
"If you play this and find it enjoyable, you may end up losing some sleep to it like I did. XD",API_Error
"This game would be pretty great if it weren't for the bugs in it currently. I played on a multiplayer server and theirs a bug were if someone leaves your guild and your offline, it completely corrupts your save file. And you have to start over. this has happened twice to me. only get this game if your playing single player or if your willing to endure game breaking bugs in multiplayer. If you like Pokemon, ark and slavery this is your perfect game.",API_Error
Best game ever,API_Error
Its the best!,API_Error
its jsut fun,API_Error
"This game is amazing its a bit buggy sometimes because of the early access but its so much fun
",API_Error
Enjoyable solo or with friends.,API_Error
Cannibalism,API_Error
👍,API_Error
"kinda laggy on servers, havent played alone yet. super fun and cool to go exploring but leveling up is eh but thats okay because those who dont put in the work dont become pal master",API_Error
"Everything I've expected and more.
",API_Error
i love pokemon so much,API_Error
AMERICA,API_Error
"Game IS very Nice, But There Are Very limited Pals And Map Is Small. Make This game map Like Genshin Impact Bigger. Overall Game Is Very-good.",API_Error
"I haven't enjoyed playing a game by myself more than this one, it can keep me entertained whether I am alone or playing with a friend, absolutely love it",API_Error
its super fun and the fact that you can ride pal and shoot them out of a rocket launcher is crazy and you can catch humans,API_Error
"Amazing game! If you're like me who loves survival, sandboxy build you own world kinda games, along with games that reward you for searching every inch and love to collect everything. This is the perfect game that has it all. 100% a GOTY contender",API_Error
"this game is insanely cool. my friends and i have started lan parties to play it. it's gonna be an absolute banger once it's finished, if y'all keep it up like you are.",API_Error
"This game is fire. that's it 
",API_Error
Super fun game and something i play with my 13 year old daughter. Great fun.,API_Error
It pretty good,API_Error
Good,API_Error
"If this is your kind of game, I would buy it. You will most likely enjoy it, and get your time out of it without a doubt.

However the game is far from perfect, and I think all the hype has blinded many people regarding this game. Everyone needs to understand this game is unfinished, AKA early access. It may take you 40+ hours to ""complete"" what is here, but this game is a rinse and repeat once you get about 15 hours in. Catch pals, explore unfinished world, complete the same types of dungeons, complete the same types of tower bosses, collect korok seeds, build a base and repeat everything until you reach level 50. 

You will start to see the repetitive gameplay loop around level 12-20. But this is early access, and for an EA title I think its doing really good! Just set your expectations straight if you are reading this and heard so many good things about the game.

Its a great buggy, unbalanced, unfinished game, enjoy it!",API_Error
better than pokemon,API_Error
good game :),API_Error
Nothing like killing my friends and stealing their Pals because I'm to lazy to get my own.,API_Error
Loving the alternate timeline of Pokemon being made in America.,API_Error
"Finally, a game that does not break its back glossing over its aspect of ""Just catching the bug to stick a needle in it and chuck it in a showcase for completionist sake"" by going all in on ""It's alright, I'm his friend. He's my friend. We are all friends now."" While this game gives you a lot more to do with your pals than any similar ""fighting bug-catching game"" out there, it also makes sure to give you the feeling that they are yours now. You can make them fight, work overtime, build your base, or sacrifice them on the altar of your own mad dreams. This game can make you feel like a rich person, building your company on the backs of your corporate slaves.

On that sinister note, most pals are actually pretty cute. No matter how morbid it gets, they will sit there smiling. You do not have to think about the implications of how you made them your friend. You can even treat them well, giving them a comfortable place at your base, while you pick some favorites to go adventuring with. It still offers the wholesome escapism most people seek in this kind of game.

Well, that's that, now some nitpicks: Pal Base AI is still pretty bad, balancing has power creep issues, human enemies are everywhere, weak and annoying, gets pretty grindy after some time, lots of pal skills seem gimmicky or useless, building system hardly better than in ARK, PC controls are awkward. Who cares? It's still fun. That's what matters.",API_Error
Awesome game,API_Error
AWESOME NEW OPEN WORLD GAME WORTH TRYING OUT SUPER FUN,API_Error
fun when you get guns,API_Error
It's good,API_Error
"☑ Slavery of ""innocent"" animals
☑ Murder of aforementioned animals
☑ Capture and slavery of humans
What more could i ever desire in a game?
Oh, and guns. A lot of guns.",API_Error
nice devs = nice game,API_Error
fnnuy colonization simulator,API_Error
"Depresso stopped working so I ate him, Now I am mining stone alone, I miss him",API_Error
Slavery 🗿,API_Error
amazing,API_Error
"Super gra, troche bugów jest ale co sie dziwic wczesny dostęp, mechanika palsow tez czasami zawodzi ale po za tym zajebiscie granie ekipą znacznie przyspiesza rozgrywke pierwszy raz od 5 lat jakaś gra mnie tak wciągnęła",API_Error
Pog,API_Error
Good addictive fun.,API_Error
"Overall Good, Servers Bad",API_Error
"This is Good.
Despite only early access, my first 20 hours of game play has returned my love of Ark and then some. This merger of genres brings together everything I have wanted to do in pokemon games with the exploration, danger, and building aspects of Ark. It is undeniably fun, no linear story, and an open world you know is full.
I will certainly be playing more, and hope more people do aswell.",API_Error
"Told my friends, that i would hate the game. Still does, but who says no to slavery.

Bought the game 5days ago...... Sleepless nights.",API_Error
"Ho Wah, as a half AAA price early access game, there is more world fleshed out and more lore than many AAA games on the market.",API_Error
"The game is incredibly enjoyable and highly addictive, it's genuinely one of the few games that motivated me to use the bug report feature.",API_Error
"First off:  This is more of a survival game with Creature Collector/Monster Tamer Elements that a straight up turned based pokemon like game.  This game is more akin to Ark than Pokemon in terms of play style,   If you go in expecting Pokemon, you will probably be disappointed by more than just the playstyle but also the potential tone.

That being said, I love both genre's that this focuses on, Survival and Creature collection, so this is right up my alley.  I took the day off work, got up in the 2 AM eastern hour and played almost 18 hours day one.  I did not exit the game, I did not crash.  I started a multiplayer world but was playing solo.  Stability, for me, was stellar.

There are some bugs, but nothing that significantly impacted my enjoyment so far.  The humanoid enemies get stuck on terrain a bit, sometimes my farming Pals get hung up on hauling from the berry farm, and it didn't like me having the Sphere assembly line too close to my ranch.  *My ranch stopped working.  A little moving around and everything back to working.

I'll update my review as I play more, but closer to 19 or 20 hours now and almost level 30.  Having a blast, but plan to start again today to make my husband play too.  He won't like it as much as me, but he'll do it anyway.",API_Error
"Absolutely addicting!! I adore this game so much. They have some bugs to fix, but overall an incredible game!",API_Error
fun,API_Error
"Fantastic, when I was playing pokemon as a kid I always thought to myself ""this game needs more guns and forced labor"".",API_Error
Better than pokemon,API_Error
I have constantly lost my game and it is upsetting to start 7 new games from scratch and lose it.,API_Error
"This is genuinely one of my favourite games to come out this year. I've had the game since day one and have had a blast playing it. The dev team is obviously a talented group, making such a great game with out much devs and not much money to fund development. If you haven't already, play the game, its worth the money. 10/10 game. Should get game of the year.",API_Error
"good game wish there were more updates
",API_Error
slavery,API_Error
"absolutely great!!!! it has stunning biomes to explore, and the pals look great. the only downside is that when you set pals in the base to work, they tend to bug out every now and then, but other than that; its an overall well made game :)",API_Error
game good,API_Error
It is what it is.,API_Error
very good game pokemon but with building fetures,API_Error
The game has tons of content with a catchy art style and addictive gameplay loop. Evergthing works and it runs well. Highly recommended.,API_Error
Nice,API_Error
its dope,API_Error
If you liked ARK: Survival Evolved and Pokémon. You will like this game!,API_Error
"Pretty fun actually, was really skeptical at first but it is a genuinely good game.",API_Error
Flew on the back of a Jet Dragon holding a pump shotgun(!) onto a snow capped mountain to fight an alpaca wearing a crown  100000/10,API_Error
"Here I will leave the cat, friends who pass by can pet it and give it a thumbs up and awards
　　　 　　／＞　　フ
　　　 　　| 　_　 _ l
　 　　 　／` ミ＿xノ
　　 　 /　　　 　 |
　　　 /　 ヽ　　 ﾉ
　 　 │　　|　|　|
　／￣|　　 |　|　|
　| (￣ヽ＿_ヽ_)__)
　＼二つ",API_Error
"After overworking my slaves I sold them and replaced them with new slaves :)
",API_Error
The game has a lot of bugs.,API_Error
"Absolutely love the game, but please wait until it's fixed. I just lost all 18 hours of my save file",API_Error
BEST GAME OF 2024! UNINSTALLED MW3 AND BG3 FOR THIS GAME!!! DEV TEAM IS SOLID AND PRICE IS AMAZING! IF YOU DONT BUY THIS GAME YOU WILL HAVE FOMO ALL YEAR!!!!!,API_Error
"""Gotta employ them all!""",API_Error
They ain't getting paid to work but I give them good bed :thumbsup:,API_Error
Had it on Gampass loved it and then bought on Steam 9/10. Nuff said :3,API_Error
10月10日,API_Error
PLAY DAH GAME DUDE,API_Error
Fun game,API_Error
doesnt work,API_Error
"Palworld: A game that came out of nowhere, absolutely took the world by storm AND made gaming fun again whilst actually being affordable for the common person! This game for me has giving me hope again, I had no idea it would make me happy by petting fictional animals called Pals and feel massive guilt when knocking Lamballs out cold. 10/10 from me guys, I can't wait to see where this goes!!",API_Error
"So far so good, lil glitchy sometimes but overall its fun :)",API_Error
Fuk nintendo,API_Error
Would highly recommend,API_Error
I LOVE THE WAY I CAN PUT MY PALS TO WORK AND OVERWORK THEM TILL THEY DIE,API_Error
great game,API_Error
"Addicting, fun to play, so much to find and do. Its a great chill game!",API_Error
nice,API_Error
SATISFACTION,API_Error
game keeps crashing and crashing after new patch if anyone knows how to get this game to a playable state message me!,API_Error
"Reviewed this as positive after some playing.. but now turning it to negative as I cannot recommend with the current status of AI pathfinding. At first I thought it was just bad luck with getting some Pals stuck in my bases, but after changing the layout for 10th time and moving 100th stuck Pal it's more work to unstuck pals than actually playing. It has so much potential but just need a lot more work.",API_Error
"I've never been into early access or survival games. This game will have you playing till 3am doing mindless tasks, and having fun doing it. I hope they keep updating the game and making it better. They have a real winner here. Wish the bigger developers would take notes.",API_Error
better then the most recent pokemon games,API_Error
good,API_Error
"Its Pokemon meets Ark, but it's made by devs who care about their product.
Also its fun.",API_Error
FUN!,API_Error
got really boring but fun at first personally good idea hard to keep going as its really repetitive,API_Error
amazing game and for early access it is very well polished,API_Error
"Thank you Pocketpair, as a Pokémon fan, this is the kind of ""Pokémon"" I've been wanting to play since a long time ago",API_Error
love game,API_Error
Keeps going from strength to strength. Worth every penny of the asking price. Even more so now they've added tides of tererria. Water pals have much faster movement on water. The new fishing game is pretty decent. Skill books have become much easier to find. The list goes on. I can't wait to give my full review on full release,API_Error
"Great concept, but too much hassle with item management and grind _for me_. Similar to Subnautica and other games in that sense.

Having to go back and forth between bases to manually find out what materials you have, where you have stored it and to figure out what is producing and what has finished is not my thing. Lacks automation of (or at least an option to automate) boring parts of the base management (like producing something if the stock runs low, queing production, automatically move produced items to the chest, auto-sort items between chests, shared chests between bases etc).
A ""master chest"" or a section in the palbox displaying all items and quantities stored in the base/bases (+some tabs/quick filters or similar to quickly display specific items/ingredients/valuables/etc) would make the game more fun (for me).

I do however understand that people who enjoy micromanaging everything, feel excitement from manual item management & like transporting yourself around in an open world enjoys this game (which seems to be quite a few people).",API_Error
WOWWOWOWOWOWOWOWOWOWOW I LOVEE ABUSING POKEMON PALS,API_Error
"It's like minecraft, pokemon, and ark put together. I enjoy it",API_Error
good game,API_Error
"Slavery, Guns and fun! (Note, slavery should not be supported irl, neither should abuse of living things. An exception has been made for this game.)",API_Error
Very Fun,API_Error
"God Game , giga fun, not buggy so far, no lag, Good co-op, good boss fights, 10/10",API_Error
I really like what Pokemon has done with the place.,API_Error
"Unreliable multiplayer. Server-side player profiles get corrupted eventually and have to be deleted, resetting progress.",API_Error
"This is the darksouls of pokemon games.




satire",API_Error
"Please remove the weight capacity instead add it on level up. increase weight every level up. 100 per level or make a craftable bag that increase weight capacity.

Put a work priority tab on the palbox so we can easily manage and monitor if our pals are getting lazy. don't remove the carrying and throwing them to work priority function.

Needs a Hospital building to heal pals automatically this is a quite need in the base.

increase size of the base every palbox level up? the size is fine. but i want it bigger. cuz I wanna build inside a volcano.

also need different kinds of building pits like ore,sulfur,quartz etc...",API_Error
I'm so addicted to this game that I totally forgot to do my coding assignment. Recommended 10/10 even during early access!,API_Error
"I like the game it is a fun game I haven't finished it yet seeing how I don't have much time to play but the time I have played it has been nothing but fun, I can't wait for it to fully release",API_Error
A black hole where time does not exist where you go to catch a few Pals for thirty mins or so next thing you know you are on the other side of the map building a work camp and 10 hrs have passed  definitely recommend to all,API_Error
very fun and addicting game,API_Error
"Great game, 10/10, silly little guys, but with guns",API_Error
The pals yearn for the mines,API_Error
There are no laws against the pals Batman I can do whatever I want to them. You know what i'm gonna do to that thing Batman.,API_Error
"Have you ever wanted to join team rocket? Boy, do I have the game for you! Insanely addictive and fun single player game, but it's made even better with friends. I am a lifelong Pokemon fan from OG red + blue, and this is the game I have always wanted. Pokemon without forced morality. Pokemon without forced ""friendship wins every time"" feel good b/s. Just guns, tame-able monsters, and the ability to confine & enslave your enemies into tiny spheres of doom so that they can do your bidding for eternity without complaining. (You can catch people in what is totally not a pokeball, it has a mohawk. P.S. nintendo can eat a male reproductive organ for bringing a lawsuit against palworld. Buy Palworld. Boycott Nintendo.",API_Error
Great fun by yourself or with friends,API_Error
111.5 hours in two weeks? well fuck my life,API_Error
Pocketpair is currently my favorite development studio in all of gaming. They simply do not miss. Every update is good. Buy the game immediately.,API_Error
palworld!!!!,API_Error
"The game uses misogynist ""body type"" nomenclature to dehumanize women.",API_Error
"Today's subject, Slavery.",API_Error
"It's a great game. Keep in mind it's eatly access and that it has some slightly annoying issues.
Haters shall hug their Pikachu plushie and cry themselves to sleep.",API_Error
eh not really not for me,API_Error
TOO CUTE and so addictive,API_Error
"Pokemon slave labour simulator.
You can also shoot them!

10/10 would recommend",API_Error
"Unironically better than any Pokemon game I've ever played. Even with the Jank, the game itself is a surprisingly fleshed out survival experience with a decent progression and mostly bug free multiplayer. It was genius selling this game at 30 dollars. It's easily worth the price. This game will only get better with more updates.",API_Error
This game is really good,API_Error
Straight up it's a great game. Some of the designs come a little close to their pokemon counterparts. But this is a $60 game being sold for 30 atm for early access. absolutely pick it up,API_Error
"Pretty buggy, crashes often, but it's early access so I can't entirely fault that. When the game does work, it's a lot of fun! There's a lot to do early on. End game does get pretty slow, but again, early access. Most of the Pal designs, especially the newer ones, are really cool and unique. The tower boss NPCs are also really cool and memorable and I do enjoy the lore behind them. I'm definitely excited for what the future brings!",API_Error
"I am enjoying the game as a solo player since I can't play cross platform with my friends. I am a PC player and my friends play on consoles. I hope I can one day play together with them. Other than that, I like every aspect of the game. I have not tried playing with other PC Players as I know none and prefer not to play with strangers. But solo is already good.",API_Error
Sure,API_Error
As a person who gets anxiety for playing with other peoples for a long time this game is so good playing alone with only you and your pals.,API_Error
My life feels exactly like depresso,API_Error
Amazing game! Well put together for early access. Plenty to do. Already have nearly 30hrs in and no major bugs or issues!!! So excited about the future for this one!!! Best description would be ARK: Survival Evolved X Pokemon,API_Error
Great game absolutely worth $27 had a lot of fun so far.,API_Error
addicted,API_Error
Pal world good game. Much fun.,API_Error
"The game is a whole lot of fun, it's rare that a video game brings me the same level of joy that games used to when I was a kid but Palworld has reserved its spot on that short list. Palworld is proof that its not getting older that makes games less fun, but that for a long time now games have just been bad/boring/stale Palworld does what people have wanted Pokemon to do for over a decade.",API_Error
100% yes,API_Error
HAVEN'T SLEPT FOR DAYS. GO. PLAY. THIS. GAME.,API_Error
animal  slabery,API_Error
Ark: Breath of the Ring with Pokemon slavery simulator.,API_Error
ITS A FUN GAME,API_Error
addictive. would be better if adding some more dubbing and storyline (no storyline at all). but Im pleased with what I get now,API_Error
"Try it it sooo fun!
",API_Error
"Update after 100%, 282 hours in:
This game is more fun than I thought possible. I can't stop playing, even after finishing the game, that desire to collect all the pals, make an awesome base or bases, even thinking about playing a nuzlocke challenge some time in the future. I love this game. It truly is what I wanted from pokemon for decades.

What a game! 
I was expecting it to just be kind of an edgy pokemon, but man has this game surprised me. There's so many cute monsters to catch, and they all have something to offer, skills, work, some you can even ride!
There's absolutely no expectation of you to mistreat the Pals, by the way, I'm doing great on hard mode and all my pals are well fed, have a nice place to sleep, even a jacuzzi to relax in.
The combat is a little clunky and in hard mode you basically have to only focus on dodging and hiding from the other pals, but it's so much fun, catching is a real challenge in this game.
All in all this is the game I've wanted since I finished a certain game's silver version in the year 2000.",API_Error
"Gave the game a lot of time, waiting for it to get fun. It didn't, it was always tedium.",API_Error
pow my world,API_Error
"Brought into the world and some fluffy thing wanted the heat

10/10 would club again

",API_Error
Completely unstable in current state.   I would recommend if it would go more than 10min without crashing.,API_Error
suck it nintendo,API_Error
Great game to get lost in hours of fun and a lot to do cool pals to catch and places to explore,API_Error
I have played this game for like 4 hours and I can already say with confidence this game is way better than pokemon. Pokemon has given us shit games.,API_Error
AmazeBalls,API_Error
Good game. I'm a big Pokemon fan. But this game is not like pokemon apart from the creatures capturing them in balls. It's moke like ARK with Pokemons,API_Error
"bought palworld like half a year ago and it wouldn't start, was very sad. however now it runs extreemly smoothly and i CANNOT put it down love this game!!",API_Error
It is the most addictive game i have played in a while!!,API_Error
"I didn't expect to like this game as much as I do. I'm a really big fan of survival build games. I really don't have any interest in any kind of Pokémon Silliness.   But this game caught me off guard. It's really fun. Addictive. And I like building bases and capturing animals and improving my character.   If you really are into the genre, this is going to be the greatest game in the world for you.",API_Error
Very fun. Cute animals to catch. Easy to play!,API_Error
Boss Dumud not big dumud,API_Error
This is the best game I have played in a long time and I can't wait for the new update to come!!!!!,API_Error
its litteraly what pokemon  shouldve made for their games so that says it,API_Error
"enslave them, kill them. 
Both go in this game 

10/10",API_Error
This game is super fun and kinda like pokemone but GUNS!!! Also This game is so much funner when i am playing it with my friends,API_Error
enslave pikachu,API_Error
I do not often do reviews however I have played for a few hours and really enjoy this game at time of writing this a have barely left the starting base as I have been working on getting materials and upgrading as much as I can before I get to the point of having to go out and do other tasks of find higher grade materials I know I do not have to do this but it is just how I chose to play this game,API_Error
good,API_Error
it is really fun making slaves of animals,API_Error
"Don't get me wrong - I like the game. A lot. It's just that I would never recommend it to anyone. It's like someone took Chimeraland and put a Legally Distinct From Pokemon skin over it and polished the UI a little bit. It's janky, there's no cohesive narrative or sense to how the world works, and almost all of the creature design is woefully unrefined. Someone just thought ""wouldn't it be funny if Pikachu was buff and had a gatling gun?"" and went with it. It's a fun little survival sim if you don't mind the lack of polish though, so if you're into kind of shitty games that are nonetheless fun to play, maybe give this a go. Just don't blame me if you're disappointed.",API_Error
"Ran after my Lamball ,that set himself on fire for most of the day. 10/10",API_Error
Pokemon,API_Error
10/10 it's like owning a sweatshop,API_Error
dumb fun,API_Error
"This game is so addicting as is, and with more content inc, im in this for the long haul. hook, line, sinker

Original Thought: ""This might be my least played game on steam...""
Now: *Over 300 hours later, and addicted* ""Hoo boi""

I blame my hours on my friends for coaxing me to try this damn game (and also ty LOL)",API_Error
"Combines the best parts of valheim, ark, and pokemon",API_Error
finally i can legally own slaves,API_Error
.,API_Error
Pkmn with guns!! nuff said!!,API_Error
"Wishlisted it because of the trailer years ago thinking ""Pokemons with guns and slavery lmao"", but it 's actually good. Looking forward to map updates and more pals.",API_Error
fun,API_Error
"This game is really good, i recommend it :D",API_Error
"So many people try to downplay what this game offers by trying to say it's just an expanded version of another game. 

""It's just like Zelda."" 
""Its just like Pokemon."" 
""Its just like Monster Hunter.""

It's just...new. Arguably one of the most complete early access game's I've ever played, this game is a great combination of survival and basebuilding, combined with monster hunting and open-world exploration. Plenty of content for the casual player, already very difficult end-game, and good pacing on default settings (even though there are significant customization options supported natively, not to menion mods).

Great game to grind, great game to play casual. KBM or controller, extremely fun either way. Great game.
",API_Error
pew pew pals slavery,API_Error
"it is like ARK or Dark & Light but with less bugs or holes to fall thru the map xD 
also way more advanced it got the best ofg all survival games!
10/10 would recoommend for anyone who enjoys sandbox, survival, basebuilding
but please Palworld give us triagle base part! ty ♥",API_Error
Pokemon + Sweatshops + Guns = Fun,API_Error
gliding with my galeclaw was 90% of the fun i had in the game. changes were made so you dont glide with your pet. now i dont want to play it,API_Error
"Only thing I dont like is when you're trying to catch a pal and it breaks out then your pals kill it. very annoying, amazing game though!",API_Error
"Really fun game. Glad Nintendo/Pokemon filed a lawsuit because if they didnt, I would have never have known this game existed. 

Keep fighting the good fight Palworld!",API_Error
fun game Pokemon with guns,API_Error
I love this. It's a perfect blend of minecraft and pokemon :),API_Error
"I love this game, I do have issues with lag and graphics especially when syndicate appears, but overall it has been such a fun experience. There are so many things to do and the base building, customizing, and resource gathering keeps me invested. Hoping the graphics and lag gets better in the future so that I can play with friends, but so far I'm really enjoying this game.",API_Error
"Had a blast with it. Love the graphics style. Needs more content, but it has very huge potential. Looking forward to playing it again.",API_Error
"This is quite a fun game,",API_Error
this game is freakin nuts!!!!,API_Error
Once the gimmick of Pokemon with guns wears off you realize this is just another crappy survival game that you need to grind through.,API_Error
"Pokemon America. So, i had to buy it.",API_Error
Everything I ever wanted in life combined into pure fun.,API_Error
"Amazing game, Open world adventure",API_Error
Nice relaxing game to get immersed and spend some time exploring the world.,API_Error
ITS SO LAGGYYYYYY >:((,API_Error
"Great game, I am not really into survival games but I bought Palworld for the Memes and most importantly because it looked like a game made by gamers for gamers. Unlike the AAA trash coming out nowadays. Game is fun I just hope more non hostile npcs are introduced later or maybe some sort of story/campaign.",API_Error
"Love palworld, F nintendo for the lawsuit",API_Error
This game literally the merge of multi-different games out there (Not saying it out though). Very addictive! Keep up the good work and hope to see more content.,API_Error
I would've loved to play this game but the specs are too high for my laptop unfortunately = (,API_Error
buggy as hell but good,API_Error
,API_Error
addicting.,API_Error
i skipped 3 days of work of this shit.... please i beg you don't play this game. your mental well being is more important.,API_Error
This game delivers what pokemon has been lacking for me. It's so fun!,API_Error
Fun,API_Error
the best game ive ever played,API_Error
"This was literally everything I could have wanted it too be honestly. UNLIKE A CERTAIN BRAND of asshats that won't do or take risks with their own franchise. 

More pals plz <3",API_Error
"super fun.  best parts of pokemon, best parts of ark, climbing of conan, sliding of apex.  what more could you want?",API_Error
"I really like this game! you really can just do whatever you want with your time, my friend likes trying to level up and catch harder rarer pals, and i get to build a castle at base with my pink cats :) 10/10",API_Error
"The building is an absolute mess, the snapping needs to be fixed asap. The creature AI is one of the worst I've seen so far (surprised they would even release it after comparing it to other games) and everything else in the game from climbing, running around, combat, and so on, is just glitchy and buggy as hell. Hard to recommend such a slapped together game to anyone for this price.",API_Error
today's subject....Slavery,API_Error
"so not sure how end end game is but close to end game is very fun. Make sure to automate a bunch of resource farms so u can go pew pew with all the boom sticks. There is a ton of settings to make the game as easy or difficult as you want. It is early access though; i really really hope they add some sort of character save mechanic so you can keep your inventory and level when swapping to friends worlds. I love the early game and all but don't really wanna spend the 80+ hours to farm it back up on my friends world. Would highly recommend overall, at a good price point and can easily give at least 200 hours of fun (okay maybe 25% of that is holding down F)",API_Error
cool,API_Error
"Palworld is an intriguing blend of creature collection, open-world survival crafting, and morally ambiguous gameplay, often described as ""Pokémon with guns"".

The tonal mismatch between its cute creature designs and grim mechanics can be off-putting.
The gameplay loop, while initially engaging, can become repetitive due to resource bottlenecks and a lack of variety in later stages.
Some players have expressed a desire for more original creature designs and a more refined approach to its moral complexities.

Despite its flaws, Palworld stands out for its willingness to explore uncharted territory in the survival genre. Its Early Access status leaves room for improvements, and the game has potential to grow into a more polished and balanced experience.",API_Error
I enslave 10 people,API_Error
"This game is definitely a breath of fresh air, very exciting, challenging and over all energetic and fun to play for hours to come, the designs are also very innovating the level of detail is also very amazing, the character designs, and PALs are all unique and adorable to work with, it definitely does give the vibes of Pokemon but with so many other game elements mixed in to make an entire original game, to me is addicting but over all fun to play, I can't wait to see what the finalize version of this great game will offer, this is a very exciting experience I get every time I get on to play.",API_Error
I love pukemon! Let's Play!!!,API_Error
Nothing about the gameplay grabbed me even trying for several sessions.  It's just meh.  This last patch was 54gb.  On steam.  Where downloads take days.  Uninstalled.,API_Error
Eu gosto de pal,API_Error
Boring and gives me PTSD from Ark. I recommend it for those that have been lobotomized.,API_Error
ITS AMAZING!!!!,API_Error
"BEST SURVIVAL GAME EVER!!
never thought i'd enjoy it this much!! would definitely recommend to give it a try!",API_Error
very fun,API_Error
I love this game,API_Error
"Good game, good distraction.",API_Error
SO FUN,API_Error
"I've had two major progression setbacks while playing. One was losing my base due to it being made of wood (invading Incineram burnt it all down, spent a good hour just transferring my materials to a new base location), and the other was losing my carry items due to getting ragdolled by a boar into the side of a mountain (I respawned without removing the death penalty, which flushed 200+ ingots worth of equipment and 20k gold down the drain).
None of that has deterred me from playing the game.


Send help.",API_Error
Just simply good,API_Error
"Most fun I've had in a game in a while. Everything the TOTALLY UNRELATED IP wishes it was. It's stupid, it's janky, but god is it cute",API_Error
great game still some glitches tho ik its early acsess tho so good job,API_Error
"Insomnia simulator in real life

Every ""1 or 2 hour session"" becomes at least a 5/6 hour session. GG",API_Error
GOTY 2024.,API_Error
"my first time playing it was just enjoying how good it looks...

later on... I guess it's time to commit crimes.",API_Error
"The pal management system is broken and not in a fun way. You'll return to base to find one of the pets up in a tree somehow stuck there and now its starving and injured because it’s pathing somehow got broken. Breeding pals also sucks, you have to pick them up manually and put them in the pen, but they will just unassigned themselves and you keep having to reassign them. This is made more difficult by the fact that you will put them down in the pen and will assign them to cutting a tree or not assign them to anything.
I don't like the combat, it’s not the worst but you'll get a creature down to 5% health and try to capture them but repeatedly fail. This is because every time you fail to capture a creature the chance of capturing them goes down more and more which feels like it should be the opposite. On top of that if you miss with one of your spheres you just lose it, this is especially bad in the late game when the resources needed to craft higher tier spheres get more and more grindy.
When I use the scroll wheel on my mouse to switch between my weapons it keeps going back and forth between the two options. The game needs an item bar for you to just press one button and switch between your pickaxe, weapon, or gun because it especially in problem in combat if you are trying to switch from melee to ranged.
I don't like the cartoony art-style that much and all these other issues on top of that have just killed any enjoyment I get out of playing this game. You may not care about these issues and if so, you'll probably have fun. The game just feels very under-baked to me, and I would advise against getting it unless these issues are fixed.",API_Error
"Open world environment and combat system is great, wish you could have more than 1 pal out at a time for some situations while playing solo.",API_Error
It's hard to remember the last time I was so invested and lost myself in a new world. Looking forward for updates,API_Error
OK VERY GOOD.,API_Error
yup,API_Error
Very good gives you a lot to do while not feeling too repetitive. Graphics are excellent. It had me hooked from the start played 4.2 hrs straight which doesn't sound like a whole lot to some but there haven't been too many game that do that for me lately. Some minor bugs so far but nothing major to report,API_Error
Yes.,API_Error
worth it.,API_Error
great game best game ever,API_Error
Its like pokemon and minecraft combined and its so fun,API_Error
+,API_Error
Americas wet dream...,API_Error
early access and this game has more quality of life features that some 1.0 survival crafting games don't use.  Plus it's fun unleashing your pals on a mob of enemies,API_Error
"I love my hu- i mean Pal 'volunteers' at my totally camp, where they have free will and can leave whenever they want. We are a big unpaid family ;)",API_Error
i look fun on palworld and is were awsome,API_Error
"Tbh this took me by surprise - the game is actually really good and I am not able to put it down. If you have important midterms or work events upcoming, do not buy this game... in any other event I can wholeheartedly recommend this gem.",API_Error
Extremely captivating,API_Error
"good way to burn up an evening 
",API_Error
Pals is cute:3,API_Error
yessssssssssssssssssssssss,API_Error
